ID,IC,FII,body_part,dry_weight
329,0,19,dryrest,7.88
329,0,19,drytotal,13.67
330,0.25,20,drythor,5.33
330,0.25,20,dryrest,5.56
330,0.25,20,drytotal,10.89
333,0.375,40,drythor,4.52
NA,0.375,40,dryrest,6.45
333,0.375,40,drytotal,10.97
334,0.25,29,drythor,5.89
334,0.25,29,dryrest,5.79
334,0.25,NA,drytotal,11.68
NA,0.375,53,drythor,3.88
335,0.375,53,dryrest,3.32
335,0.375,53,drytotal,7.199999999999999
336,0.375,41,drythor,4.13
336,0.375,NA,dryrest,3.7
336,0.375,41,drytotal,7.83
337,0.375,56,drythor,6.39
337,0.375,56,dryrest,7.02
337,0.375,56,drytotal,NA
338,0.375,64,drythor,4.31
338,0.375,64,dryrest,3.62
338,0.375,64,drytotal,7.93
339,0.375,37,drythor,4.36
339,0.375,37,dryrest,NA
339,0.375,37,drytotal,8.93
340,0.375,79,drythor,5.34
340,0.375,79,dryrest,NA
340,0.375,79,drytotal,11.04
341,0.375,37,drythor,4.52
341,0.375,NA,dryrest,4.78
341,0.375,37,drytotal,9.3
342,0.375,87,drythor,5.25
342,0.375,87,dryrest,9.27
342,0.375,87,drytotal,14.52
343,0.375,58,drythor,5.24
343,0.375,58,dryrest,7.57
343,0.375,58,drytotal,12.81
344,0.375,69,drythor,5.15
344,0.375,69,dryrest,4.29
NA,0.375,69,drytotal,NA
346,0,NA,drythor,5.26
346,0,44,dryrest,9.36
346,0,44,drytotal,14.62
347,0.375,70,NA,4.67
347,0.375,70,dryrest,5.19
347,0.375,70,drytotal,9.86
348,NA,34,drythor,4.49
348,0.375,NA,dryrest,5.21
348,0.375,34,drytotal,9.7
350,0.375,64,drythor,5.42
350,0.375,64,NA,7.37
350,0.375,64,drytotal,12.79
351,0.375,69,drythor,4.85
351,0.375,69,dryrest,5.9
351,0.375,69,DRYTOTAL,10.75
352,0.375,42,drythor,5.65
352,0.375,42,dryrest,NA
352,0.375,42,drytotal,15.8
NA,0.375,27,drythor,4.55
353,0.375,27,dryrest,8.66
353,NA,27,drytotal,13.21
354,0.375,46,drythor,4.74
354,0.375,46,dryrest,7.64
354,0.375,46,drytotal,12.38
355,0.375,660,drythor,4
355,0.375,660,dryrest,6.89
355,0.375,660,NA,10.89
357,0.375,29,drythor,4.99
357,0.375,29,dryrest,7.84
357,0.375,29,drytotal,12.83
